No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Kualitas_Udara
2624,2013,Juni,18,7,62.0,198.0,13.0,88.0,0.7,13.0,25.6,993.0,17.5,0.0,East-North-East,0.6,Aotizhongxin,Sangat Buruk
2625,2013,Juni,18,8,72.0,76.0,17.0,95.0,0.8,34.0,27.8,993.0,16.1,0.0,North-West,0.9,Aotizhongxin,Sangat Buruk
2626,2013,Juni,18,9,80.0,130.0,18.0,118.0,1.0,47.0,29.5,992.6,14.9,0.0,South-West,3.0,Aotizhongxin,Sangat Buruk
2627,2013,Juni,18,10,59.0,130.0,14.0,108.0,0.8,73.0,30.2,992.2,16.2,0.0,South-South-West,1.7,Aotizhongxin,Sangat Buruk
2628,2013,Juni,18,11,23.0,37.0,11.0,64.0,0.4,110.0,31.0,991.5,17.0,0.0,South-South-West,2.2,Aotizhongxin,Sangat Buruk
2629,2013,Juni,18,12,25.0,54.0,12.0,57.0,0.4,122.0,31.5,990.4,16.3,0.0,South-South-West,3.1,Aotizhongxin,Sangat Buruk
2630,2013,Juni,18,13,25.0,54.0,12.0,57.0,0.4,122.0,31.6,989.7,15.5,0.0,South-South-West,3.2,Aotizhongxin,Sangat Buruk
2631,2013,Juni,18,14,32.0,63.0,15.0,55.0,0.4,159.0,32.0,989.2,17.9,0.0,South-South-West,2.7,Aotizhongxin,Sangat Buruk
2632,2013,Juni,18,15,37.0,69.0,17.0,57.0,0.5,163.0,32.0,989.0,16.3,0.0,South-West,4.0,Aotizhongxin,Sangat Buruk
2633,2013,Juni,18,16,39.0,91.0,18.0,60.0,0.5,167.0,31.1,989.5,16.3,0.0,South-West,2.3,Aotizhongxin,Sangat Buruk
2634,2013,Juni,18,17,33.0,76.0,19.0,65.0,0.5,178.0,30.0,990.2,16.4,0.0,South-West,1.8,Aotizhongxin,Sangat Buruk
2635,2013,Juni,18,18,40.0,74.0,17.0,73.0,0.5,174.0,29.6,991.2,16.8,0.0,South-South-West,0.9,Aotizhongxin,Sangat Buruk
2636,2013,Juni,18,19,32.0,48.0,12.0,77.0,0.5,148.0,26.3,992.1,19.2,0.0,South-South-West,0.5,Aotizhongxin,Sangat Buruk
2637,2013,Juni,18,20,53.0,90.0,12.0,93.0,0.6,121.0,27.0,993.1,17.2,0.0,North-East,1.0,Aotizhongxin,Sangat Buruk
2638,2013,Juni,18,21,49.0,89.0,13.0,126.0,0.9,74.0,27.0,994.2,19.1,0.0,North-East,1.7,Aotizhongxin,Sangat Buruk
2639,2013,Juni,18,22,58.0,233.0,14.0,137.0,0.9,56.0,26.2,994.7,19.1,0.0,East-North-East,1.1,Aotizhongxin,Sangat Buruk
2640,2013,Juni,18,23,61.0,128.0,14.0,96.0,0.7,71.0,25.7,995.6,19.1,0.0,South,1.2,Aotizhongxin,Sangat Buruk
2641,2013,Juni,19,0,74.0,252.0,48.0,74.0,1.7,43.0,24.4,996.5,19.2,0.0,South-South-East,1.3,Aotizhongxin,Sangat Buruk
2642,2013,Juni,19,1,91.0,144.0,36.0,49.0,1.3,82.0,23.6,996.8,19.1,0.0,West-North-West,0.8,Aotizhongxin,Sangat Buruk
2643,2013,Juni,19,2,72.0,144.0,37.0,50.0,1.399,80.0,21.8,996.8,19.0,0.0,South,0.5,Aotizhongxin,Sangat Buruk
2645,2013,Juni,19,4,75.0,158.0,16.0,45.0,1.1,23.0,21.9,997.1,19.5,0.0,North-North-East,0.4,Aotizhongxin,Sangat Buruk
2646,2013,Juni,19,5,91.0,124.0,17.0,84.0,1.2,12.0,21.9,997.6,19.8,0.0,East,0.0,Aotizhongxin,Sangat Buruk
2647,2013,Juni,19,6,92.0,138.0,19.0,79.0,1.3,16.0,23.6,997.7,19.1,0.0,North-East,0.9,Aotizhongxin,Sangat Buruk
2648,2013,Juni,19,7,98.0,149.0,24.0,80.0,1.399,24.0,26.0,997.8,19.4,0.0,North-East,1.6,Aotizhongxin,Sangat Buruk
2649,2013,Juni,19,8,111.0,163.0,27.0,78.0,1.399,54.0,29.4,998.0,19.1,0.0,East-North-East,1.5,Aotizhongxin,Sangat Buruk
2650,2013,Juni,19,9,88.0,163.0,24.0,60.0,1.0,98.0,31.3,998.2,17.2,0.0,North-North-East,1.3,Aotizhongxin,Sangat Buruk
2651,2013,Juni,19,10,54.0,108.0,16.0,63.0,0.8,101.0,32.5,997.7,15.1,0.0,North-West,0.9,Aotizhongxin,Sangat Buruk
2652,2013,Juni,19,11,28.0,109.0,12.0,45.0,0.5,120.0,33.7,997.8,14.7,0.0,East-North-East,1.5,Aotizhongxin,Sangat Buruk
2653,2013,Juni,19,12,20.0,20.0,19.0,45.0,0.3,160.0,34.0,997.2,12.9,0.0,South-South-West,1.0,Aotizhongxin,Sangat Buruk
2654,2013,Juni,19,13,27.0,27.0,18.0,44.0,0.3,175.0,34.8,996.6,11.9,0.0,North-North-East,1.4,Aotizhongxin,Sangat Buruk
2655,2013,Juni,19,14,3.0,6.0,16.0,44.0,0.2,156.0,35.4,996.3,13.0,0.0,South-East,1.6,Aotizhongxin,Sangat Buruk
2656,2013,Juni,19,15,18.0,47.0,20.0,45.0,0.3,156.0,33.7,995.8,13.2,0.0,West-South-West,2.2,Aotizhongxin,Sangat Buruk
2657,2013,Juni,19,16,3.0,9.0,16.0,48.0,0.4,185.0,34.4,995.7,15.3,0.0,South-West,1.1,Aotizhongxin,Sangat Buruk
2675,2013,Juni,20,10,37.0,94.0,11.0,85.0,0.5,32.0,29.2,1002.7,19.5,0.0,North,0.5,Aotizhongxin,Sangat Buruk
2676,2013,Juni,20,11,27.0,30.0,10.0,61.0,0.4,64.0,28.3,1002.4,19.0,0.0,North-North-East,1.0,Aotizhongxin,Sangat Buruk
2677,2013,Juni,20,12,26.0,72.0,11.0,53.0,0.3,99.0,28.0,1002.1,21.8,0.0,West,0.6,Aotizhongxin,Sangat Buruk
2678,2013,Juni,20,13,23.0,61.0,9.0,44.0,0.2,124.0,28.1,1002.1,22.1,0.0,West-South-West,1.1,Aotizhongxin,Sangat Buruk
2679,2013,Juni,20,14,24.0,35.0,10.0,54.0,0.3,122.0,29.2,1002.0,19.2,0.0,West,0.9,Aotizhongxin,Sangat Buruk
2871,2013,Juni,28,14,267.0,236.0,29.0,54.0,2.2,124.0,26.4,995.0,22.5,0.0,South-East,2.1,Aotizhongxin,Sangat Buruk
2872,2013,Juni,28,15,344.0,357.0,22.0,63.0,2.6,101.0,27.0,993.5,22.6,0.0,North-East,0.9,Aotizhongxin,Sangat Buruk
2873,2013,Juni,28,16,464.0,528.0,25.0,77.0,3.2,78.0,26.4,994.0,22.7,0.0,East,1.0,Aotizhongxin,Sangat Buruk
2874,2013,Juni,28,17,494.0,544.0,32.0,80.0,3.299,85.0,26.2,994.7,22.7,0.0,North-East,1.1,Aotizhongxin,Sangat Buruk
2875,2013,Juni,28,18,485.0,527.0,32.0,76.0,3.399,95.0,26.2,995.6,22.9,0.0,North,1.1,Aotizhongxin,Sangat Buruk
2876,2013,Juni,28,19,510.0,564.0,25.0,89.0,3.299,75.0,25.8,994.4,23.3,0.0,North,0.8,Aotizhongxin,Sangat Buruk
2877,2013,Juni,28,20,494.0,564.0,21.0,103.0,3.299,44.0,26.2,996.4,22.9,0.0,North,1.6,Aotizhongxin,Sangat Buruk
2878,2013,Juni,28,21,430.0,375.0,29.0,91.0,3.2,36.0,20.8,994.9,19.8,16.0,South-West,1.6,Aotizhongxin,Sangat Buruk
2879,2013,Juni,28,22,279.0,120.0,24.0,54.0,2.0,86.0,21.3,996.0,19.9,1.0,South,1.2,Aotizhongxin,Sangat Buruk
2880,2013,Juni,28,23,23.0,23.0,6.0,47.0,0.6,100.0,20.9,996.6,19.7,0.0,West-South-West,1.2,Aotizhongxin,Sangat Buruk
2881,2013,Juni,29,0,25.0,25.0,3.0,61.0,0.5,85.0,21.0,996.6,20.5,0.6,North-North-East,1.5,Aotizhongxin,Sangat Buruk
2882,2013,Juni,29,1,22.0,22.0,3.0,53.0,0.5,80.0,21.0,996.4,20.5,0.2,North-East,1.7,Aotizhongxin,Sangat Buruk
2883,2013,Juni,29,2,44.0,44.0,4.0,52.0,0.6,64.0,20.6,996.9,20.1,0.0,North-North-East,1.0,Aotizhongxin,Sangat Buruk
2884,2013,Juni,29,3,54.0,54.0,4.0,39.0,0.6,75.0,20.5,997.4,20.2,0.0,North-North-East,0.5,Aotizhongxin,Sangat Buruk
2885,2013,Juni,29,4,61.0,21.0,3.0,43.0,0.6,63.0,20.6,997.9,20.3,0.0,North-North-East,0.9,Aotizhongxin,Sangat Buruk
2886,2013,Juni,29,5,64.0,25.0,3.0,43.0,0.6,57.0,21.0,998.5,20.7,0.0,North-East,0.6,Aotizhongxin,Sangat Buruk
2887,2013,Juni,29,6,68.0,42.0,4.0,48.0,0.6,32.0,21.4,999.4,20.9,0.0,East-North-East,1.2,Aotizhongxin,Sangat Buruk
2888,2013,Juni,29,7,68.0,21.0,3.0,57.0,0.7,26.0,21.9,999.1,21.1,0.1,East-North-East,0.9,Aotizhongxin,Sangat Buruk
2889,2013,Juni,29,8,65.0,23.0,5.0,47.0,0.7,36.0,22.5,999.6,21.1,0.0,North-East,1.9,Aotizhongxin,Sangat Buruk
2890,2013,Juni,29,9,65.0,33.0,5.0,47.0,0.8,38.0,22.6,999.5,21.1,0.0,East-North-East,0.5,Aotizhongxin,Sangat Buruk
2891,2013,Juni,29,10,68.0,41.0,7.0,56.0,0.9,46.0,22.8,999.5,21.1,0.0,North-East,1.7,Aotizhongxin,Sangat Buruk
2892,2013,Juni,29,11,108.0,97.0,10.0,60.0,1.6,29.0,22.9,999.5,21.2,0.0,North-East,1.3,Aotizhongxin,Sangat Buruk
2893,2013,Juni,29,12,125.0,144.0,11.0,58.0,1.899,29.0,22.9,999.1,21.0,0.0,North,1.5,Aotizhongxin,Sangat Buruk
2894,2013,Juni,29,13,116.0,141.0,18.0,68.0,2.299,25.0,23.3,999.4,21.2,0.0,East-North-East,1.1,Aotizhongxin,Sangat Buruk
2895,2013,Juni,29,14,127.0,161.0,21.0,71.0,2.7,27.0,24.8,999.1,21.9,0.0,North-East,1.2,Aotizhongxin,Sangat Buruk
2896,2013,Juni,29,15,140.0,223.0,20.0,67.0,2.6,36.0,25.0,999.2,21.9,0.0,North-East,1.9,Aotizhongxin,Sangat Buruk
2897,2013,Juni,29,16,146.0,197.0,16.0,68.0,2.399,35.0,24.9,998.6,21.8,0.0,North,1.8,Aotizhongxin,Sangat Buruk
2898,2013,Juni,29,17,148.0,191.0,14.0,61.0,2.299,46.0,24.8,998.7,21.9,0.0,North-East,0.2,Aotizhongxin,Sangat Buruk
2899,2013,Juni,29,18,140.0,163.0,19.0,73.0,2.1,45.0,24.5,999.2,21.8,0.0,North-East,1.3,Aotizhongxin,Sangat Buruk
2900,2013,Juni,29,19,135.0,174.0,18.0,90.0,2.1,28.0,23.7,999.5,21.8,0.0,North-East,1.0,Aotizhongxin,Sangat Buruk
2901,2013,Juni,29,20,151.0,173.0,16.0,86.0,2.1,24.0,23.4,999.9,21.8,0.0,North-North-East,0.9,Aotizhongxin,Sangat Buruk
2902,2013,Juni,29,21,157.0,176.0,13.0,77.0,2.399,20.0,22.9,999.8,21.9,0.0,North-East,0.6,Aotizhongxin,Sangat Buruk
2903,2013,Juni,29,22,172.0,185.0,14.0,66.0,2.2,20.0,22.9,999.8,21.9,0.0,North,0.2,Aotizhongxin,Sangat Buruk
2904,2013,Juni,29,23,175.0,187.0,13.0,81.0,2.299,2.0,22.7,1000.1,21.9,0.0,North,0.0,Aotizhongxin,Sangat Buruk
2905,2013,Juni,30,0,179.0,201.0,14.0,92.0,2.399,2.0,22.5,999.5,22.0,0.0,North,0.0,Aotizhongxin,Sangat Buruk
2906,2013,Juni,30,1,180.0,189.0,13.0,85.0,2.399,2.0,22.6,999.5,22.1,0.0,North,0.0,Aotizhongxin,Sangat Buruk
2907,2013,Juni,30,2,171.0,179.0,11.0,71.0,2.399,2.0,22.2,998.9,21.7,0.0,North-West,0.8,Aotizhongxin,Sangat Buruk
2908,2013,Juni,30,3,169.0,177.0,12.0,64.0,2.399,2.0,21.9,998.8,21.6,0.0,North,0.0,Aotizhongxin,Sangat Buruk
2909,2013,Juni,30,4,167.0,173.0,12.0,67.0,2.6,2.0,22.0,999.1,21.7,0.0,North,0.0,Aotizhongxin,Sangat Buruk
2910,2013,Juni,30,5,189.0,172.0,36.0,72.0,2.899,2.0,22.5,999.7,22.3,0.0,North-East,0.0,Aotizhongxin,Sangat Buruk
2911,2013,Juni,30,6,194.0,181.0,40.0,70.0,3.0,2.0,23.3,999.8,22.5,0.0,West-South-West,0.5,Aotizhongxin,Sangat Buruk
2912,2013,Juni,30,7,203.0,195.0,36.0,64.0,3.1,2.0,23.6,999.0,22.6,0.0,South-West,0.7,Aotizhongxin,Sangat Buruk
2913,2013,Juni,30,8,227.0,222.0,32.0,64.0,3.299,2.0,24.0,999.5,22.6,0.0,South-West,0.7,Aotizhongxin,Sangat Buruk
2914,2013,Juni,30,9,262.0,256.0,27.0,65.0,3.299,2.0,24.7,998.8,22.8,0.0,South-South-West,0.9,Aotizhongxin,Sangat Buruk
2915,2013,Juni,30,10,281.0,271.0,24.0,73.0,3.399,2.0,25.4,998.7,23.3,0.0,South-West,1.4,Aotizhongxin,Sangat Buruk
2916,2013,Juni,30,11,306.0,360.0,20.0,78.0,3.0,17.0,26.5,997.7,23.8,0.0,South,1.8,Aotizhongxin,Sangat Buruk
2917,2013,Juni,30,12,246.0,222.0,18.0,61.0,2.0,74.0,27.2,998.0,23.7,0.0,South,1.7,Aotizhongxin,Sangat Buruk
2918,2013,Juni,30,13,229.0,225.0,17.0,49.0,1.7,104.0,27.3,997.5,24.0,0.0,South-South-West,1.0,Aotizhongxin,Sangat Buruk
2919,2013,Juni,30,14,218.0,207.0,14.0,48.0,1.5,101.0,27.7,997.1,23.9,0.0,South-South-West,1.2,Aotizhongxin,Sangat Buruk
2920,2013,Juni,30,15,189.0,127.0,14.0,43.0,1.1,108.0,28.3,997.2,24.1,0.0,West,0.9,Aotizhongxin,Sangat Buruk
2921,2013,Juni,30,16,190.0,175.0,16.0,40.0,1.1,119.0,26.8,997.8,23.9,0.0,North,2.0,Aotizhongxin,Sangat Buruk
2922,2013,Juni,30,17,186.0,196.0,16.0,56.0,1.1,110.0,25.8,996.2,23.7,0.0,North,0.7,Aotizhongxin,Sangat Buruk
2923,2013,Juni,30,18,230.0,292.0,15.0,77.0,2.399,22.0,25.6,997.3,23.6,0.0,North-East,1.2,Aotizhongxin,Sangat Buruk
2924,2013,Juni,30,19,247.0,271.0,14.0,90.0,2.6,9.0,25.4,997.3,23.6,0.0,North-East,1.6,Aotizhongxin,Sangat Buruk
2925,2013,Juni,30,20,254.0,271.0,13.0,87.0,2.7,4.0,25.1,997.0,23.5,0.0,East-South-East,0.8,Aotizhongxin,Sangat Buruk
2926,2013,Juni,30,21,254.0,262.0,13.0,88.0,2.7,2.0,24.8,997.7,23.8,0.0,North-North-East,0.4,Aotizhongxin,Sangat Buruk
2927,2013,Juni,30,22,269.0,317.0,13.0,95.0,2.7,2.0,24.8,997.2,23.6,0.0,East-South-East,0.7,Aotizhongxin,Sangat Buruk
2928,2013,Juni,30,23,277.0,318.0,14.0,94.0,2.7,2.0,24.8,996.6,23.8,0.0,East-South-East,0.2,Aotizhongxin,Sangat Buruk
2929,2013,Juli,1,0,271.0,247.0,13.0,92.0,2.5,2.0,24.6,996.1,23.7,0.0,East-North-East,0.8,Aotizhongxin,Sangat Buruk
2930,2013,Juli,1,1,245.0,207.0,14.0,98.0,2.1,2.0,24.3,995.1,23.6,0.0,North,0.0,Aotizhongxin,Sangat Buruk
2931,2013,Juli,1,2,167.0,34.0,14.0,62.0,1.1,30.0,24.3,994.8,23.8,0.0,North-West,0.1,Aotizhongxin,Sangat Buruk
2933,2013,Juli,1,4,155.0,85.0,10.0,28.0,0.7,22.0,23.9,995.3,23.2,0.0,North-East,0.9,Aotizhongxin,Sangat Buruk
2934,2013,Juli,1,5,155.0,101.0,10.0,62.0,1.1,4.0,24.0,995.3,23.1,0.0,North-East,1.2,Aotizhongxin,Sangat Buruk
2935,2013,Juli,1,6,162.0,113.0,16.0,54.0,1.5,6.0,24.4,995.6,23.0,0.0,North-East,1.2,Aotizhongxin,Sangat Buruk
2936,2013,Juli,1,7,160.0,125.0,22.0,56.0,1.899,3.0,24.5,995.8,23.1,0.0,North-East,1.2,Aotizhongxin,Sangat Buruk
2937,2013,Juli,1,8,171.0,142.0,23.0,67.0,2.0,2.0,24.8,995.6,23.2,0.0,North-East,1.1,Aotizhongxin,Sangat Buruk
2938,2013,Juli,1,9,168.0,144.0,23.0,72.0,2.2,2.0,24.9,995.4,23.1,0.0,North-East,1.0,Aotizhongxin,Sangat Buruk
2939,2013,Juli,1,10,175.0,177.0,24.0,76.0,2.399,2.0,24.8,995.2,23.2,0.0,North,1.8,Aotizhongxin,Sangat Buruk
2940,2013,Juli,1,11,181.0,181.0,22.0,78.0,2.5,2.0,24.7,995.3,23.3,0.0,North,1.2,Aotizhongxin,Sangat Buruk
2941,2013,Juli,1,12,181.0,181.0,22.0,78.0,2.5,2.0,24.9,994.2,23.3,0.0,North-East,1.9,Aotizhongxin,Sangat Buruk
2945,2013,Juli,1,16,224.0,235.0,30.0,91.0,2.799,17.0,26.5,991.8,23.6,0.0,North-East,2.0,Aotizhongxin,Sangat Buruk
2946,2013,Juli,1,17,225.0,244.0,26.0,86.0,2.799,2.0,26.0,991.3,23.7,0.0,East-North-East,1.5,Aotizhongxin,Sangat Buruk
2947,2013,Juli,1,18,221.0,244.0,26.0,84.0,2.5,2.0,25.6,991.4,23.5,0.0,North-East,1.6,Aotizhongxin,Sangat Buruk
2948,2013,Juli,1,19,193.0,158.0,22.0,89.0,2.299,2.0,25.1,991.1,23.2,0.0,North-East,2.1,Aotizhongxin,Sangat Buruk
2949,2013,Juli,1,20,193.0,39.0,22.0,89.0,2.1,5.0,24.5,990.8,23.5,0.5,North-East,1.1,Aotizhongxin,Sangat Buruk
2951,2013,Juli,1,22,78.0,78.0,11.0,77.0,2.2,2.0,23.8,989.6,23.5,11.7,North-East,1.1,Aotizhongxin,Sangat Buruk
2952,2013,Juli,1,23,53.0,53.0,9.0,77.0,2.299,2.0,21.7,990.7,21.2,21.0,North,4.9,Aotizhongxin,Sangat Buruk
2953,2013,Juli,2,0,37.0,37.0,8.0,66.0,2.399,4.0,21.1,989.9,20.8,10.1,North-East,2.7,Aotizhongxin,Sangat Buruk
2954,2013,Juli,2,1,30.0,30.0,4.0,27.0,0.5,58.0,21.1,989.3,20.6,0.1,North-North-East,1.8,Aotizhongxin,Sangat Buruk
2955,2013,Juli,2,2,12.0,12.0,3.0,23.0,0.3,67.0,21.1,989.0,20.1,0.0,North-East,1.2,Aotizhongxin, Baik
2956,2013,Juli,2,3,9.0,9.0,3.0,31.0,0.3,61.0,20.9,989.1,19.9,0.0,North-East,1.9,Aotizhongxin, Baik
2957,2013,Juli,2,4,12.0,12.0,3.0,32.0,0.3,61.0,21.0,989.0,18.6,0.0,North-East,3.0,Aotizhongxin, Baik
2958,2013,Juli,2,5,11.0,11.0,3.0,23.0,0.2,69.0,21.8,989.4,18.2,0.0,North-East,1.8,Aotizhongxin, Baik
2959,2013,Juli,2,6,12.0,12.0,3.0,22.0,0.2,69.0,23.0,990.0,17.9,0.0,North-East,1.5,Aotizhongxin, Baik
2960,2013,Juli,2,7,13.0,13.0,4.0,29.0,0.2,65.0,26.2,990.8,16.7,0.0,North-North-East,2.7,Aotizhongxin,Sangat Buruk
2961,2013,Juli,2,8,11.0,11.0,9.0,37.0,0.3,63.0,28.9,991.1,16.8,0.0,North-North-East,2.5,Aotizhongxin, Baik
2962,2013,Juli,2,9,11.0,11.0,8.0,45.0,0.3,71.0,30.7,991.1,17.0,0.0,North-North-West,1.7,Aotizhongxin,Sangat Buruk
2963,2013,Juli,2,10,11.0,7.0,10.0,45.0,0.4,83.0,31.7,991.4,16.4,0.0,West-North-West,2.0,Aotizhongxin,Sangat Buruk
2964,2013,Juli,2,11,7.0,7.0,7.0,33.0,0.2,104.0,32.2,991.2,16.5,0.0,West,1.9,Aotizhongxin,Sangat Buruk
2965,2013,Juli,2,12,7.0,7.0,4.0,31.0,0.2,111.0,33.4,990.8,16.7,0.0,West-South-West,1.8,Aotizhongxin,Sangat Buruk
2966,2013,Juli,2,13,4.0,4.0,3.0,31.0,0.2,109.0,35.3,989.8,15.1,0.0,North,3.4,Aotizhongxin,Sangat Buruk
2967,2013,Juli,2,14,4.0,9.0,3.0,29.0,0.2,108.0,36.1,989.6,17.8,0.0,West-North-West,2.0,Aotizhongxin,Sangat Buruk
2968,2013,Juli,2,15,14.0,9.0,4.0,31.0,0.2,110.0,36.0,989.5,18.1,0.0,West,2.0,Aotizhongxin,Sangat Buruk
2969,2013,Juli,2,16,11.0,25.0,4.0,29.0,0.2,114.0,35.5,989.1,18.1,0.0,West-South-West,2.1,Aotizhongxin,Sangat Buruk
2970,2013,Juli,2,17,5.0,21.0,3.0,34.0,0.2,111.0,34.9,989.1,17.2,0.0,West-South-West,2.7,Aotizhongxin,Sangat Buruk
2971,2013,Juli,2,18,9.0,21.0,3.0,36.0,0.2,105.0,32.8,989.2,18.2,0.0,South-West,2.0,Aotizhongxin,Sangat Buruk
2972,2013,Juli,2,19,14.0,127.0,3.0,60.0,0.3,94.0,31.3,989.3,19.6,0.0,South-West,2.0,Aotizhongxin,Sangat Buruk
2973,2013,Juli,2,20,18.0,105.0,3.0,76.0,0.3,81.0,30.3,990.2,20.3,0.0,South-West,2.0,Aotizhongxin,Sangat Buruk
2974,2013,Juli,2,21,23.0,111.0,5.0,81.0,0.4,56.0,28.8,990.6,19.4,0.0,South-West,1.5,Aotizhongxin,Sangat Buruk
2975,2013,Juli,2,22,24.0,37.0,6.0,106.0,0.5,15.0,26.0,990.7,20.1,0.0,South-West,1.5,Aotizhongxin,Sangat Buruk
2976,2013,Juli,2,23,22.0,26.0,7.0,98.0,0.5,18.0,26.9,990.5,20.5,0.0,South-South-West,1.0,Aotizhongxin,Sangat Buruk
2977,2013,Juli,3,0,21.0,78.0,6.0,95.0,0.4,17.0,25.3,990.2,20.5,0.0,West,0.8,Aotizhongxin,Sangat Buruk
2978,2013,Juli,3,1,25.0,67.0,7.0,94.0,0.5,14.0,23.5,990.0,20.6,0.0,South-South-West,0.6,Aotizhongxin,Sangat Buruk
2979,2013,Juli,3,2,23.0,63.0,6.0,100.0,0.4,4.0,22.8,990.3,20.7,0.0,North-East,0.4,Aotizhongxin,Sangat Buruk
2980,2013,Juli,3,3,25.0,60.0,7.0,99.0,0.5,2.0,22.4,990.5,20.7,0.0,North-West,0.5,Aotizhongxin,Sangat Buruk
2981,2013,Juli,3,4,31.0,124.0,8.0,99.0,0.6,2.0,21.9,990.3,20.7,0.0,North-North-East,0.6,Aotizhongxin,Sangat Buruk
2982,2013,Juli,3,5,35.0,134.0,10.0,90.0,0.6,2.0,23.7,990.8,20.0,0.0,North-East,1.4,Aotizhongxin,Sangat Buruk
2983,2013,Juli,3,6,37.0,71.0,9.0,93.0,0.7,2.0,25.7,990.9,21.1,0.0,North-North-East,0.9,Aotizhongxin,Sangat Buruk
2984,2013,Juli,3,7,46.0,134.0,10.0,92.0,0.8,2.0,28.3,991.6,20.8,0.0,East,1.2,Aotizhongxin,Sangat Buruk
2985,2013,Juli,3,8,44.0,88.0,8.0,88.0,0.7,16.0,31.7,991.5,21.8,0.0,North-East,1.6,Aotizhongxin,Sangat Buruk
2986,2013,Juli,3,9,33.0,93.0,10.0,69.0,0.5,57.0,33.7,991.1,19.8,0.0,North-East,2.1,Aotizhongxin,Sangat Buruk
2987,2013,Juli,3,10,26.0,93.0,16.0,54.0,0.5,87.0,34.3,990.6,16.6,0.0,North-North-East,2.0,Aotizhongxin,Sangat Buruk
2988,2013,Juli,3,11,13.0,13.0,7.0,31.0,0.3,99.0,35.1,990.0,18.2,0.0,North-East,2.2,Aotizhongxin,Sangat Buruk
2989,2013,Juli,3,12,14.0,40.0,7.0,27.0,0.3,119.0,35.3,989.6,18.8,0.0,West,1.0,Aotizhongxin,Sangat Buruk
2990,2013,Juli,3,13,20.0,46.0,10.0,31.0,0.3,142.0,36.4,989.4,18.0,0.0,West-North-West,1.9,Aotizhongxin,Sangat Buruk
2991,2013,Juli,3,14,25.0,58.0,13.0,37.0,0.4,163.0,36.8,989.3,17.4,0.0,West,1.2,Aotizhongxin,Sangat Buruk
2992,2013,Juli,3,15,28.0,58.0,12.0,39.0,0.3,164.0,36.7,989.5,16.3,0.0,North-North-West,1.5,Aotizhongxin,Sangat Buruk
2993,2013,Juli,3,16,17.0,17.0,7.0,35.0,0.3,154.0,34.2,989.0,17.9,0.0,West-North-West,0.9,Aotizhongxin,Sangat Buruk
2994,2013,Juli,3,17,10.0,10.0,3.0,34.0,0.2,112.0,32.9,988.7,23.8,0.0,North-North-West,0.1,Aotizhongxin,Sangat Buruk
2995,2013,Juli,3,18,8.0,8.0,3.0,30.0,0.3,115.0,29.6,989.0,23.1,0.0,West-North-West,0.0,Aotizhongxin,Sangat Buruk
2996,2013,Juli,3,19,13.0,119.0,6.0,61.0,0.4,96.0,27.6,989.3,23.0,0.0,North,0.1,Aotizhongxin,Sangat Buruk
2997,2013,Juli,3,20,23.0,47.0,8.0,81.0,0.6,72.0,26.6,990.2,21.4,0.0,North,0.0,Aotizhongxin,Sangat Buruk
2998,2013,Juli,3,21,46.0,162.0,9.0,103.0,0.9,35.0,27.6,989.9,20.7,0.0,East-North-East,0.9,Aotizhongxin,Sangat Buruk
2999,2013,Juli,3,22,41.0,219.0,10.0,133.0,0.8,2.0,25.9,989.8,22.4,0.0,South-South-West,0.1,Aotizhongxin,Sangat Buruk
3000,2013,Juli,3,23,42.0,130.0,10.0,120.0,0.8,2.0,24.1,989.6,20.6,0.0,West-South-West,0.0,Aotizhongxin,Sangat Buruk
3001,2013,Juli,4,0,25.0,54.0,8.0,102.0,0.7,2.0,24.0,989.2,20.9,0.0,North,0.0,Aotizhongxin,Sangat Buruk
3002,2013,Juli,4,1,33.0,114.0,10.0,102.0,0.7,2.0,24.3,989.0,20.6,0.0,East-North-East,0.8,Aotizhongxin,Sangat Buruk
3003,2013,Juli,4,2,33.0,42.0,10.0,85.0,0.5,2.0,23.7,989.1,19.6,0.0,East-North-East,0.8,Aotizhongxin,Sangat Buruk
3005,2013,Juli,4,4,18.0,43.0,8.0,68.0,0.3,2.0,23.5,988.8,18.8,0.0,North-East,1.2,Aotizhongxin,Sangat Buruk
3006,2013,Juli,4,5,26.0,115.0,6.0,65.0,0.3,2.0,23.6,988.8,19.1,0.0,North-East,0.9,Aotizhongxin,Sangat Buruk
3007,2013,Juli,4,6,23.0,29.0,5.0,59.0,0.4,2.0,25.0,988.9,19.6,0.0,North-East,1.3,Aotizhongxin,Sangat Buruk
3008,2013,Juli,4,7,20.0,41.0,5.0,56.0,0.4,2.0,27.5,988.9,19.3,0.0,East-South-East,0.9,Aotizhongxin,Sangat Buruk
3009,2013,Juli,4,8,16.0,21.0,5.0,61.0,0.5,13.0,30.2,989.1,18.9,0.0,North-North-East,1.8,Aotizhongxin,Sangat Buruk
3010,2013,Juli,4,9,21.0,52.0,5.0,53.0,0.4,43.0,31.8,988.6,19.1,0.0,North-North-East,1.6,Aotizhongxin,Sangat Buruk
3011,2013,Juli,4,10,16.0,28.0,6.0,44.0,0.4,62.0,33.6,988.8,18.1,0.0,North,2.2,Aotizhongxin,Sangat Buruk
